group,group_skus.0,options.0,options.1,name,fields.description,sku,mpn,upc,pricing_item.price.amount,pricing_item.msrp.amount,fields.package_height.value,fields.package_width.value,fields.package_length.value,fields.weight.value,fields.package_weight.value,fields.abn_size,fields.target_color,fields.garment_length,fields.closure_type,fields.size_grouping,fields.pattern,fields.pattern_group,fields.color,fields.size,fields.brand,fields.material,fields.bullet_1,fields.bullet_2,fields.bullet_3,fields.bullet_4,fields.bullet_5,fields.material_percentage,fields.material_percentage_2,fields.material_2,fields.material_percentage_3,fields.material_3,fields.fabric_weight_type,fields.garment_fit,fields.garment_collar_type,fields.garment_construction_details,fields.garment_hem_type,fields.garment_neckline_type,fields.garment_sleeve_length_type,fields.garment_torso_length,fields.gender,fields.textile_dry_recommendation,fields.textile_wash_recommendation,fields.subtype,fields.garment_inseam_measurement,fields.garment_leg_length_type,fields.bullet_6,fields.garment_rise,fields.garment_waist_closure,fields.upf_rating,fields.garment_protection_and_safety,fields.targeted_audience,fields.garment_closure_type_tops,fields.apparel_material_1,fields.apparel_material_1_percentage,fields.apparel_material_2,fields.apparel_material_2_percentage,fields.garment_back_type,fields.garment_sleeve_style,fields.fabric_treatment,fields.garment_cuff_type,fields.package_quantity,fields.top_style,fields.bullet_7,fields.bullet_8,fields.sport_age_category,fields.sport_used_for,fields.license_personality,fields.license_property,fields.textile_construction,fields.apparel_material_3,fields.apparel_material_3_percentage,fields.garment_waist_closure_type,images.default.main.url,images.default.1.alternate.url,images.default.2.alternate.url,images.default.3.alternate.url,images.default.4.alternate.url,images.default.5.alternate.url,images.default.6.alternate.url
variant,variant-86,,,"Vapor Apparel Men's Oasis Technical Long Sleeve, Slate, Large",This mens athletic shirt is built with versatility and your busy lifestyle in mind. Itll be your go-to for epic adventures and everyday wear. Features our sleek 365 Fabric thats designed for activewear and the outdoors. Wear alone or over a Womens Oasis Technical Tank.,VA-TP10001SLAL,,196059290476,60,60,1,8,12,,0.98,Large,Blue,,Pull-On,Mens,Solid,Solid,Slate,Large,Vapor Apparel,Polyester,"Moisture-wicking, quick-drying, durable, four-way stretch fabric for maximum coverage",Hidden thumbholes and arm hole gussets for ease of movement,"Built-in, all-day UPF 50+ sun protection on covered areas",Designed to be worn alone or layered,"Machine wash cold, with like colors. Do not bleach. Tumble dry, low",,,,,,Lightweight Fabric,Relaxed Fit,,Thumbholes,Plain Hem,Crew,Long Sleeve,At Hip,Male,Tumble Dry,Machine Wash,Athletic T-Shirts,,,,,,,,Adult (18 Years and Up),Pull-On,Polyester,80,Spandex,20,,,UV Protection Treatment,,,,,,,,,,Flat,,,,https://images.acenda-static.com/vaporapparel/product/original/1/b2b941053ae9be7f7e47c9d50b4422b8.jpg, https://images.acenda-static.com/vaporapparel/product/original/5/515e4d8b49d2fb7de6d831996e709ace.jpg, https://images.acenda-static.com/vaporapparel/product/original/1/1ad9dc50eaba06aa7e168be15a591654.jpg, https://images.acenda-static.com/vaporapparel/product/original/4/4c706477146b56def23c87b5675170de.jpg,,,
variant,variant-86,,,"Vapor Apparel Men's Oasis Technical Long Sleeve, Squid Ink, Large",This mens athletic shirt is built with versatility and your busy lifestyle in mind. Itll be your go-to for epic adventures and everyday wear. Features our sleek 365 Fabric thats designed for activewear and the outdoors. Wear alone or over a Womens Oasis Technical Tank.,VA-TP10001SQUL,,196059501350,60,60,1,8,12,,0.98,Large,Black,,Pull-On,Mens,Solid,Solid,Squid Ink,Large,Vapor Apparel,Polyester,"Moisture-wicking, quick-drying, durable, four-way stretch fabric for maximum coverage",Hidden thumbholes and arm hole gussets for ease of movement,"Built-in, all-day UPF 50+ sun protection on covered areas",Designed to be worn alone or layered,"Machine wash cold, with like colors. Do not bleach. Tumble dry, low",,,,,,Lightweight Fabric,Relaxed Fit,,Thumbholes,Plain Hem,Crew,Long Sleeve,At Hip,Male,Tumble Dry,Machine Wash,Athletic T-Shirts,,,,,,,,Adult (18 Years and Up),Pull-On,Polyester,80,Spandex,20,,,UV Protection Treatment,,,,,,,,,,Flat,,,,https://images.acenda-static.com/vaporapparel/product/original/8/849814a79e37acae453ed2fbb02ab282.jpg, https://images.acenda-static.com/vaporapparel/product/original/5/5129ef870ef5dbcf0da0f3d880cc34b5.jpg, https://images.acenda-static.com/vaporapparel/product/original/1/15458c03d2341c12b0c183fd59dbaaf3.jpg, https://images.acenda-static.com/vaporapparel/product/original/3/3977b773c52338dbddcc1c2cea6ac6e1.jpg, https://images.acenda-static.com/vaporapparel/product/original/9/969a969e48517579f07aae7761077eb6.jpg,,
variant,variant-86,,,"Vapor Apparel Men's Oasis Technical Long Sleeve, Arctic Blue, Large",This mens athletic shirt is built with versatility and your busy lifestyle in mind. Itll be your go-to for epic adventures and everyday wear. Features our sleek 365 Fabric thats designed for activewear and the outdoors. Wear alone or over a Womens Oasis Technical Tank.,VA-TP10001ABLL,,196059501206,60,60,1,8,12,,0.98,Large,Blue,,Pull-On,Mens,Solid,Solid,Arctic Blue,Large,Vapor Apparel,Polyester,"Moisture-wicking, quick-drying, durable, four-way stretch fabric for maximum coverage",Hidden thumbholes and arm hole gussets for ease of movement,"Built-in, all-day UPF 50+ sun protection on covered areas",Designed to be worn alone or layered,"Machine wash cold, with like colors. Do not bleach. Tumble dry, low",,,,,,Lightweight Fabric,Relaxed Fit,,Thumbholes,Plain Hem,Crew,Long Sleeve,At Hip,Male,Tumble Dry,Machine Wash,Athletic T-Shirts,,,,,,,,Adult (18 Years and Up),Pull-On,Polyester,80,Spandex,20,,,UV Protection Treatment,,,,,,,,,,Flat,,,,https://images.acenda-static.com/vaporapparel/product/original/9/9c8bd6778c7c3f7fbc696e7566947f25.jpg, https://images.acenda-static.com/vaporapparel/product/original/1/08eae604edc1c174981bea14033f118f.jpg, https://images.acenda-static.com/vaporapparel/product/original/1/c4641971439a6b1ee288ca1c8b9de01b.jpg, https://images.acenda-static.com/vaporapparel/product/original/8/8505d97788e6d55a4f6272587661bb13.jpg, https://images.acenda-static.com/vaporapparel/product/original/1/0f4e477fb6357afa81275c74e5999f36.jpg,,
variant,variant-86,,,"Vapor Apparel Men's Oasis Technical Long Sleeve, Red Rocks, Large",This mens athletic shirt is built with versatility and your busy lifestyle in mind. Itll be your go-to for epic adventures and everyday wear. Features our sleek 365 Fabric thats designed for activewear and the outdoors. Wear alone or over a Womens Oasis Technical Tank.,VA-TP10001RRSL,,196059501251,60,60,1,8,12,,0.98,Large,Red,,Pull-On,Mens,Solid,Solid,Red Rocks,Large,Vapor Apparel,Polyester,"Moisture-wicking, quick-drying, durable, four-way stretch fabric for maximum coverage",Hidden thumbholes and arm hole gussets for ease of movement,"Built-in, all-day UPF 50+ sun protection on covered areas",Designed to be worn alone or layered,"Machine wash cold, with like colors. Do not bleach. Tumble dry, low",,,,,,Lightweight Fabric,Relaxed Fit,,Thumbholes,Plain Hem,Crew,Long Sleeve,At Hip,Male,Tumble Dry,Machine Wash,Athletic T-Shirts,,,,,,,,Adult (18 Years and Up),Pull-On,Polyester,80,Spandex,20,,,UV Protection Treatment,,,,,,,,,,Flat,,,,https://images.acenda-static.com/vaporapparel/product/original/3/3fca04de1e0e2ddcac1b8b08be3e8bd1.jpg, https://images.acenda-static.com/vaporapparel/product/original/9/95c7f747773c34968c31af603df48348.jpg, https://images.acenda-static.com/vaporapparel/product/original/8/88ba1ea1fdf5b513e53446a2992c7c64.jpg, https://images.acenda-static.com/vaporapparel/product/original/3/36f90f13ee981a31d63a37eb2859ade4.jpg, https://images.acenda-static.com/vaporapparel/product/original/4/4b7d70edeefc0daebba64df1ae85b494.jpg, https://images.acenda-static.com/vaporapparel/product/original/6/65348dae627ae28d6b614a5d0a1b9ac7.jpg,
variant,variant-86,,,"Vapor Apparel Men's Oasis Technical Long Sleeve, Salty, Medium",This mens athletic shirt is built with versatility and your busy lifestyle in mind. Itll be your go-to for epic adventures and everyday wear. Features our sleek 365 Fabric thats designed for activewear and the outdoors. Wear alone or over a Womens Oasis Technical Tank.,VA-TP10001SLTM,,196059501299,60,60,1,8,12,,0.98,Medium,White,,Pull-On,Mens,Solid,Solid,Salty,Medium,Vapor Apparel,Polyester,"Moisture-wicking, quick-drying, durable, four-way stretch fabric for maximum coverage",Hidden thumbholes and arm hole gussets for ease of movement,"Built-in, all-day UPF 50+ sun protection on covered areas",Designed to be worn alone or layered,"Machine wash cold, with like colors. Do not bleach. Tumble dry, low",,,,,,Lightweight Fabric,Relaxed Fit,,Thumbholes,Plain Hem,Crew,Long Sleeve,At Hip,Male,Tumble Dry,Machine Wash,Athletic T-Shirts,,,,,,,,Adult (18 Years and Up),Pull-On,Polyester,80,Spandex,20,,,UV Protection Treatment,,,,,,,,,,Flat,,,,https://images.acenda-static.com/vaporapparel/product/original/6/69e1713709e73cf7200540b5fca559e9.jpg, https://images.acenda-static.com/vaporapparel/product/original/5/57c02ab91a6c509ca49d9f0d590712b5.jpg, https://images.acenda-static.com/vaporapparel/product/original/1/f30541a3a716d63ac9a06f3c72e895e7.jpg, https://images.acenda-static.com/vaporapparel/product/original/4/4b357fb402956b9c8307a30239fd38c6.jpg, https://images.acenda-static.com/vaporapparel/product/original/5/54a2d47149146c0c8736984f6ae6f79e.jpg,,
variant,variant-86,,,"Vapor Apparel Men's Oasis Technical Long Sleeve, Slate, Medium",This mens athletic shirt is built with versatility and your busy lifestyle in mind. Itll be your go-to for epic adventures and everyday wear. Features our sleek 365 Fabric thats designed for activewear and the outdoors. Wear alone or over a Womens Oasis Technical Tank.,VA-TP10001SLAM,,196059290469,60,60,1,8,12,,0.98,Medium,Blue,,Pull-On,Mens,Solid,Solid,Slate,Medium,Vapor Apparel,Polyester,"Moisture-wicking, quick-drying, durable, four-way stretch fabric for maximum coverage",Hidden thumbholes and arm hole gussets for ease of movement,"Built-in, all-day UPF 50+ sun protection on covered areas",Designed to be worn alone or layered,"Machine wash cold, with like colors. Do not bleach. Tumble dry, low",,,,,,Lightweight Fabric,Relaxed Fit,,Thumbholes,Plain Hem,Crew,Long Sleeve,At Hip,Male,Tumble Dry,Machine Wash,Athletic T-Shirts,,,,,,,,Adult (18 Years and Up),Pull-On,Polyester,80,Spandex,20,,,UV Protection Treatment,,,,,,,,,,Flat,,,,https://images.acenda-static.com/vaporapparel/product/original/1/b2b941053ae9be7f7e47c9d50b4422b8.jpg, https://images.acenda-static.com/vaporapparel/product/original/5/515e4d8b49d2fb7de6d831996e709ace.jpg, https://images.acenda-static.com/vaporapparel/product/original/1/1ad9dc50eaba06aa7e168be15a591654.jpg, https://images.acenda-static.com/vaporapparel/product/original/4/4c706477146b56def23c87b5675170de.jpg,,,
variant,variant-86,,,"Vapor Apparel Men's Oasis Technical Long Sleeve, Squid Ink, Medium",This mens athletic shirt is built with versatility and your busy lifestyle in mind. Itll be your go-to for epic adventures and everyday wear. Features our sleek 365 Fabric thats designed for activewear and the outdoors. Wear alone or over a Womens Oasis Technical Tank.,VA-TP10001SQUM,,196059501343,60,60,1,8,12,,0.98,Medium,Black,,Pull-On,Mens,Solid,Solid,Squid Ink,Medium,Vapor Apparel,Polyester,"Moisture-wicking, quick-drying, durable, four-way stretch fabric for maximum coverage",Hidden thumbholes and arm hole gussets for ease of movement,"Built-in, all-day UPF 50+ sun protection on covered areas",Designed to be worn alone or layered,"Machine wash cold, with like colors. Do not bleach. Tumble dry, low",,,,,,Lightweight Fabric,Relaxed Fit,,Thumbholes,Plain Hem,Crew,Long Sleeve,At Hip,Male,Tumble Dry,Machine Wash,Athletic T-Shirts,,,,,,,,Adult (18 Years and Up),Pull-On,Polyester,80,Spandex,20,,,UV Protection Treatment,,,,,,,,,,Flat,,,,https://images.acenda-static.com/vaporapparel/product/original/8/849814a79e37acae453ed2fbb02ab282.jpg, https://images.acenda-static.com/vaporapparel/product/original/5/5129ef870ef5dbcf0da0f3d880cc34b5.jpg, https://images.acenda-static.com/vaporapparel/product/original/1/15458c03d2341c12b0c183fd59dbaaf3.jpg, https://images.acenda-static.com/vaporapparel/product/original/3/3977b773c52338dbddcc1c2cea6ac6e1.jpg, https://images.acenda-static.com/vaporapparel/product/original/9/969a969e48517579f07aae7761077eb6.jpg,,
variant,variant-86,,,"Vapor Apparel Men's Oasis Technical Long Sleeve, Arctic Blue, Medium",This mens athletic shirt is built with versatility and your busy lifestyle in mind. Itll be your go-to for epic adventures and everyday wear. Features our sleek 365 Fabric thats designed for activewear and the outdoors. Wear alone or over a Womens Oasis Technical Tank.,VA-TP10001ABLM,,196059501190,60,60,1,8,12,,0.98,Medium,Blue,,Pull-On,Mens,Solid,Solid,Arctic Blue,Medium,Vapor Apparel,Polyester,"Moisture-wicking, quick-drying, durable, four-way stretch fabric for maximum coverage",Hidden thumbholes and arm hole gussets for ease of movement,"Built-in, all-day UPF 50+ sun protection on covered areas",Designed to be worn alone or layered,"Machine wash cold, with like colors. Do not bleach. Tumble dry, low",,,,,,Lightweight Fabric,Relaxed Fit,,Thumbholes,Plain Hem,Crew,Long Sleeve,At Hip,Male,Tumble Dry,Machine Wash,Athletic T-Shirts,,,,,,,,Adult (18 Years and Up),Pull-On,Polyester,80,Spandex,20,,,UV Protection Treatment,,,,,,,,,,Flat,,,,https://images.acenda-static.com/vaporapparel/product/original/9/9c8bd6778c7c3f7fbc696e7566947f25.jpg, https://images.acenda-static.com/vaporapparel/product/original/1/08eae604edc1c174981bea14033f118f.jpg, https://images.acenda-static.com/vaporapparel/product/original/1/c4641971439a6b1ee288ca1c8b9de01b.jpg, https://images.acenda-static.com/vaporapparel/product/original/8/8505d97788e6d55a4f6272587661bb13.jpg, https://images.acenda-static.com/vaporapparel/product/original/1/0f4e477fb6357afa81275c74e5999f36.jpg,,
variant,variant-86,,,"Vapor Apparel Men's Oasis Technical Long Sleeve, Red Rocks, Medium",This mens athletic shirt is built with versatility and your busy lifestyle in mind. Itll be your go-to for epic adventures and everyday wear. Features our sleek 365 Fabric thats designed for activewear and the outdoors. Wear alone or over a Womens Oasis Technical Tank.,VA-TP10001RRSM,,196059501244,60,60,1,8,12,,0.98,Medium,Red,,Pull-On,Mens,Solid,Solid,Red Rocks,Medium,Vapor Apparel,Polyester,"Moisture-wicking, quick-drying, durable, four-way stretch fabric for maximum coverage",Hidden thumbholes and arm hole gussets for ease of movement,"Built-in, all-day UPF 50+ sun protection on covered areas",Designed to be worn alone or layered,"Machine wash cold, with like colors. Do not bleach. Tumble dry, low",,,,,,Lightweight Fabric,Relaxed Fit,,Thumbholes,Plain Hem,Crew,Long Sleeve,At Hip,Male,Tumble Dry,Machine Wash,Athletic T-Shirts,,,,,,,,Adult (18 Years and Up),Pull-On,Polyester,80,Spandex,20,,,UV Protection Treatment,,,,,,,,,,Flat,,,,https://images.acenda-static.com/vaporapparel/product/original/3/3fca04de1e0e2ddcac1b8b08be3e8bd1.jpg, https://images.acenda-static.com/vaporapparel/product/original/9/95c7f747773c34968c31af603df48348.jpg, https://images.acenda-static.com/vaporapparel/product/original/8/88ba1ea1fdf5b513e53446a2992c7c64.jpg, https://images.acenda-static.com/vaporapparel/product/original/3/36f90f13ee981a31d63a37eb2859ade4.jpg, https://images.acenda-static.com/vaporapparel/product/original/4/4b7d70edeefc0daebba64df1ae85b494.jpg, https://images.acenda-static.com/vaporapparel/product/original/6/65348dae627ae28d6b614a5d0a1b9ac7.jpg,
product,,size,color,Vapor Apparel Men's Oasis Technical Hoodie,Lightweight layers are the key to staying comfortable outside. This men's athletic hoodie is built with versatility and your busy lifestyle in mind. It will be your go-to for epic adventures and everyday wear. Features our sleek 365 Fabric that is designed for activewear and the outdoors. Grab this men's hoodie to wear on its own or layered with a Men's Oasis Long Sleeve Shirt.,variant-91,,,,,,,,,,,,,Pullover,Mens,Solid,Solid,,,Vapor Apparel,Polyester,"Moisture-wicking, quick-drying, durable, four-way stretch fabric for maximum coverage","Hidden thumbholes, funnel hood, and arm hole gussets for ease of movement","Built-in, all-day UPF 50+ sun protection on covered areas",Designed to be worn alone or layered,"Machine wash cold, with like colors. Do not bleach. Tumble dry, low",,,,,,Lightweight Fabric,Relaxed Fit,,Thumbholes,Plain Hem,Hooded,Long Sleeve,At Hip,Male,Tumble Dry,Machine Wash,Athletic Pullovers,,,,,,,,Adult (18 Years and Up),Pullover,Polyester,80,Spandex,20,,,UV Protection Treatment,,,,,,,,,,Flat,,,,https://images.acenda-static.com/vaporapparel/product/original/5/5c4905a111c3b8a996de18db522fe2a4.jpg, https://images.acenda-static.com/vaporapparel/product/original/1/bd1d346e9ea4cb4fd69402601a65be0a.jpg, https://images.acenda-static.com/vaporapparel/product/original/8/8defc6db5ddb18713ac16bb02bc2512a.jpg, https://images.acenda-static.com/vaporapparel/product/original/1/b45e543d9f5d33e293b6e03ae04627b5.jpg, https://images.acenda-static.com/vaporapparel/product/original/1/d4f6fe6bf84d3522e3fa14c25bf596a8.jpg,,
variant,variant-91,,,"Vapor Apparel Men's Oasis Technical Hoodie, Pollen, Small",Lightweight layers are the key to staying comfortable outside. Grab this men's hoodie to wear on its own or layered with a Men's Oasis Long Sleeve Shirt.,VA-TP10002POLS,,196059501435,70,70,1,8,12,,1.13,Small,Yellow,,Pullover,Mens,Solid,Solid,Pollen,Small,Vapor Apparel,Polyester,"Moisture-wicking, quick-drying, durable, four-way stretch fabric for maximum coverage","Hidden thumbholes, funnel hood, and arm hole gussets for ease of movement","Built-in, all-day UPF 50+ sun protection on covered areas",Designed to be worn alone or layered,"Machine wash cold, with like colors. Do not bleach. Tumble dry, low",,,,,,Lightweight Fabric,Relaxed Fit,,Thumbholes,Plain Hem,Hooded,Long Sleeve,At Hip,Male,Tumble Dry,Machine Wash,Athletic Pullovers,,,,,,,,Adult (18 Years and Up),Pullover,Polyester,80,Spandex,20,,,UV Protection Treatment,,,,,,,,,,Flat,,,,https://images.acenda-static.com/vaporapparel/product/original/5/5c4905a111c3b8a996de18db522fe2a4.jpg, https://images.acenda-static.com/vaporapparel/product/original/1/bd1d346e9ea4cb4fd69402601a65be0a.jpg, https://images.acenda-static.com/vaporapparel/product/original/8/8defc6db5ddb18713ac16bb02bc2512a.jpg, https://images.acenda-static.com/vaporapparel/product/original/1/b45e543d9f5d33e293b6e03ae04627b5.jpg, https://images.acenda-static.com/vaporapparel/product/original/1/d4f6fe6bf84d3522e3fa14c25bf596a8.jpg,,
variant,variant-91,,,"Vapor Apparel Men's Oasis Technical Hoodie, Olive Branch, Small",Lightweight layers are the key to staying comfortable outside. Grab this men's hoodie to wear on its own or layered with a Men's Oasis Long Sleeve Shirt.,VA-TP10002OLBS,,196059501381,70,70,1,8,12,,1.13,Small,Green,,Pullover,Mens,Solid,Solid,Olive Branch,Small,Vapor Apparel,Polyester,"Moisture-wicking, quick-drying, durable, four-way stretch fabric for maximum coverage","Hidden thumbholes, funnel hood, and arm hole gussets for ease of movement","Built-in, all-day UPF 50+ sun protection on covered areas",Designed to be worn alone or layered,"Machine wash cold, with like colors. Do not bleach. Tumble dry, low",,,,,,Lightweight Fabric,Relaxed Fit,,Thumbholes,Plain Hem,Hooded,Long Sleeve,At Hip,Male,Tumble Dry,Machine Wash,Athletic Pullovers,,,,,,,,Adult (18 Years and Up),Pullover,Polyester,80,Spandex,20,,,UV Protection Treatment,,,,,,,,,,Flat,,,,https://images.acenda-static.com/vaporapparel/product/original/2/29cdef901114e25366b2fba5cc2a92f1.jpg, https://images.acenda-static.com/vaporapparel/product/original/9/952c4a86456693429a7bef08b8d3a92e.jpg, https://images.acenda-static.com/vaporapparel/product/original/1/e52011818d8cc41f01d5af66ce42eb39.jpg, https://images.acenda-static.com/vaporapparel/product/original/9/9ab73f39e10ffed06cfe941f43ceb4ee.jpg, https://images.acenda-static.com/vaporapparel/product/original/4/40819cf936548fde33980a2a1a268f8f.jpg,,
variant,variant-91,,,"Vapor Apparel Men's Oasis Technical Hoodie, Squid Ink, Small",Lightweight layers are the key to staying comfortable outside. Grab this men's hoodie to wear on its own or layered with a Men's Oasis Long Sleeve Shirt.,VA-TP10002SQUS,,196059501480,70,70,1,8,12,,1.13,Small,Black,,Pullover,Mens,Solid,Solid,Squid Ink,Small,Vapor Apparel,Polyester,"Moisture-wicking, quick-drying, durable, four-way stretch fabric for maximum coverage","Hidden thumbholes, funnel hood, and arm hole gussets for ease of movement","Built-in, all-day UPF 50+ sun protection on covered areas",Designed to be worn alone or layered,"Machine wash cold, with like colors. Do not bleach. Tumble dry, low",,,,,,Lightweight Fabric,Relaxed Fit,,Thumbholes,Plain Hem,Hooded,Long Sleeve,At Hip,Male,Tumble Dry,Machine Wash,Athletic Pullovers,,,,,,,,Adult (18 Years and Up),Pullover,Polyester,80,Spandex,20,,,UV Protection Treatment,,,,,,,,,,Flat,,,,https://images.acenda-static.com/vaporapparel/product/original/1/e773f898512928a2e5db596849b753b3.jpg, https://images.acenda-static.com/vaporapparel/product/original/3/3f06b61e5676fc846c97d9eaa0f26241.jpg, https://images.acenda-static.com/vaporapparel/product/original/1/f8171540656ecf8dee45aab7b77aad2c.jpg, https://images.acenda-static.com/vaporapparel/product/original/6/6f6df7f0995cd85707a061918700c2a3.jpg,,,
variant,variant-91,,,"Vapor Apparel Men's Oasis Technical Hoodie, Pollen, Medium",Lightweight layers are the key to staying comfortable outside. Grab this men's hoodie to wear on its own or layered with a Men's Oasis Long Sleeve Shirt.,VA-TP10002POLM,,196059501442,70,70,1,8,12,,1.13,Medium,Yellow,,Pullover,Mens,Solid,Solid,Pollen,Medium,Vapor Apparel,Polyester,"Moisture-wicking, quick-drying, durable, four-way stretch fabric for maximum coverage","Hidden thumbholes, funnel hood, and arm hole gussets for ease of movement","Built-in, all-day UPF 50+ sun protection on covered areas",Designed to be worn alone or layered,"Machine wash cold, with like colors. Do not bleach. Tumble dry, low",,,,,,Lightweight Fabric,Relaxed Fit,,Thumbholes,Plain Hem,Hooded,Long Sleeve,At Hip,Male,Tumble Dry,Machine Wash,Athletic Pullovers,,,,,,,,Adult (18 Years and Up),Pullover,Polyester,80,Spandex,20,,,UV Protection Treatment,,,,,,,,,,Flat,,,,https://images.acenda-static.com/vaporapparel/product/original/5/5c4905a111c3b8a996de18db522fe2a4.jpg, https://images.acenda-static.com/vaporapparel/product/original/1/bd1d346e9ea4cb4fd69402601a65be0a.jpg, https://images.acenda-static.com/vaporapparel/product/original/8/8defc6db5ddb18713ac16bb02bc2512a.jpg, https://images.acenda-static.com/vaporapparel/product/original/1/b45e543d9f5d33e293b6e03ae04627b5.jpg, https://images.acenda-static.com/vaporapparel/product/original/1/d4f6fe6bf84d3522e3fa14c25bf596a8.jpg,,
variant,variant-91,,,"Vapor Apparel Men's Oasis Technical Hoodie, Olive Branch, Medium",Lightweight layers are the key to staying comfortable outside. Grab this men's hoodie to wear on its own or layered with a Men's Oasis Long Sleeve Shirt.,VA-TP10002OLBM,,196059501398,70,70,1,8,12,,1.13,Medium,Green,,Pullover,Mens,Solid,Solid,Olive Branch,Medium,Vapor Apparel,Polyester,"Moisture-wicking, quick-drying, durable, four-way stretch fabric for maximum coverage","Hidden thumbholes, funnel hood, and arm hole gussets for ease of movement","Built-in, all-day UPF 50+ sun protection on covered areas",Designed to be worn alone or layered,"Machine wash cold, with like colors. Do not bleach. Tumble dry, low",,,,,,Lightweight Fabric,Relaxed Fit,,Thumbholes,Plain Hem,Hooded,Long Sleeve,At Hip,Male,Tumble Dry,Machine Wash,Athletic Pullovers,,,,,,,,Adult (18 Years and Up),Pullover,Polyester,80,Spandex,20,,,UV Protection Treatment,,,,,,,,,,Flat,,,,https://images.acenda-static.com/vaporapparel/product/original/2/29cdef901114e25366b2fba5cc2a92f1.jpg, https://images.acenda-static.com/vaporapparel/product/original/9/952c4a86456693429a7bef08b8d3a92e.jpg, https://images.acenda-static.com/vaporapparel/product/original/1/e52011818d8cc41f01d5af66ce42eb39.jpg, https://images.acenda-static.com/vaporapparel/product/original/9/9ab73f39e10ffed06cfe941f43ceb4ee.jpg, https://images.acenda-static.com/vaporapparel/product/original/4/40819cf936548fde33980a2a1a268f8f.jpg,,
variant,variant-91,,,"Vapor Apparel Men's Oasis Technical Hoodie, Squid Ink, Medium",Lightweight layers are the key to staying comfortable outside. Grab this men's hoodie to wear on its own or layered with a Men's Oasis Long Sleeve Shirt.,VA-TP10002SQUM,,196059501497,70,70,1,8,12,,1.13,Medium,Black,,Pullover,Mens,Solid,Solid,Squid Ink,Medium,Vapor Apparel,Polyester,"Moisture-wicking, quick-drying, durable, four-way stretch fabric for maximum coverage","Hidden thumbholes, funnel hood, and arm hole gussets for ease of movement","Built-in, all-day UPF 50+ sun protection on covered areas",Designed to be worn alone or layered,"Machine wash cold, with like colors. Do not bleach. Tumble dry, low",,,,,,Lightweight Fabric,Relaxed Fit,,Thumbholes,Plain Hem,Hooded,Long Sleeve,At Hip,Male,Tumble Dry,Machine Wash,Athletic Pullovers,,,,,,,,Adult (18 Years and Up),Pullover,Polyester,80,Spandex,20,,,UV Protection Treatment,,,,,,,,,,Flat,,,,https://images.acenda-static.com/vaporapparel/product/original/1/e773f898512928a2e5db596849b753b3.jpg, https://images.acenda-static.com/vaporapparel/product/original/3/3f06b61e5676fc846c97d9eaa0f26241.jpg, https://images.acenda-static.com/vaporapparel/product/original/1/f8171540656ecf8dee45aab7b77aad2c.jpg, https://images.acenda-static.com/vaporapparel/product/original/6/6f6df7f0995cd85707a061918700c2a3.jpg,,,
variant,variant-91,,,"Vapor Apparel Men's Oasis Technical Hoodie, Pollen, Large",Lightweight layers are the key to staying comfortable outside. Grab this men's hoodie to wear on its own or layered with a Men's Oasis Long Sleeve Shirt.,VA-TP10002POLL,,196059501459,70,70,1,8,12,,1.13,Large,Yellow,,Pullover,Mens,Solid,Solid,Pollen,Large,Vapor Apparel,Polyester,"Moisture-wicking, quick-drying, durable, four-way stretch fabric for maximum coverage","Hidden thumbholes, funnel hood, and arm hole gussets for ease of movement","Built-in, all-day UPF 50+ sun protection on covered areas",Designed to be worn alone or layered,"Machine wash cold, with like colors. Do not bleach. Tumble dry, low",,,,,,Lightweight Fabric,Relaxed Fit,,Thumbholes,Plain Hem,Hooded,Long Sleeve,At Hip,Male,Tumble Dry,Machine Wash,Athletic Pullovers,,,,,,,,Adult (18 Years and Up),Pullover,Polyester,80,Spandex,20,,,UV Protection Treatment,,,,,,,,,,Flat,,,,https://images.acenda-static.com/vaporapparel/product/original/5/5c4905a111c3b8a996de18db522fe2a4.jpg, https://images.acenda-static.com/vaporapparel/product/original/1/bd1d346e9ea4cb4fd69402601a65be0a.jpg, https://images.acenda-static.com/vaporapparel/product/original/8/8defc6db5ddb18713ac16bb02bc2512a.jpg, https://images.acenda-static.com/vaporapparel/product/original/1/b45e543d9f5d33e293b6e03ae04627b5.jpg, https://images.acenda-static.com/vaporapparel/product/original/1/d4f6fe6bf84d3522e3fa14c25bf596a8.jpg,,
